SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
207011520,65,103,163,94,82,70,54,36,21,693,1361,1874,2886,1729,1315,1100,884,562,251,11957
207011521,81,99,68,51,82,92,51,42,17,577,1735,1837,1375,1211,1610,1488,1195,773,368,11601
207011522,121,103,94,92,120,108,74,54,41,813,1993,1650,1799,1628,1849,1696,1281,728,418,13039
207021156,71,61,68,61,73,85,58,49,30,553,1627,1296,1260,1354,1556,1477,1120,1092,514,11289
207021157,186,134,184,176,193,136,128,105,49,1294,3482,2848,3879,3472,2927,2841,2435,2027,909,24814
207021159,140,99,82,110,106,129,128,96,87,972,2618,1939,1571,2010,2112,2459,2113,1447,696,16966
207021160,110,80,67,83,102,72,62,89,64,726,2361,1503,1346,1789,2030,1620,1403,1451,693,14191
207021424,87,88,61,79,77,64,88,64,28,638,2608,1843,1578,2049,2000,2149,1790,1170,480,15672
207021425,122,82,84,112,101,99,60,75,28,764,3020,1504,1818,2576,1876,1579,1339,1225,518,15454
207031161,151,144,124,113,140,122,87,79,91,1046,3803,2857,2594,3143,3169,2658,1821,1296,761,22106
207031162,109,81,73,71,89,57,52,25,23,579,1903,1314,1142,1446,1576,1244,1043,789,480,10939
207031163,162,314,401,201,176,138,121,87,113,1710,2825,3758,4879,3067,2762,2197,1665,1019,673,22841
207031164,183,131,131,126,121,115,62,39,22,942,3097,2376,2498,2507,2541,2138,1599,930,442,18126
207031165,95,231,231,89,81,71,60,32,26,912,1489,2609,2381,1387,1329,1112,849,718,456,12336
207031166,47,65,70,52,67,44,49,45,12,450,1461,1341,1592,1360,1367,1183,1015,996,372,10675
207031167,83,63,59,58,73,88,55,30,8,521,1596,1350,1193,1303,1425,1300,1135,543,315,10166
208011168,130,92,46,61,141,113,80,68,27,758,2504,1813,752,1329,2400,2078,1698,1026,423,14021
208011169,197,169,91,125,211,210,170,127,62,1357,3540,2659,1795,2383,3440,3248,2829,1920,940,22758
208011170,200,119,63,115,151,97,82,56,54,939,3188,2090,1151,1936,2667,2149,1606,1085,679,16540
208011171,150,84,61,102,136,61,55,32,27,703,2531,1352,1359,1965,2037,1331,998,576,285,12439
208011172,211,139,118,137,176,162,121,76,27,1175,3205,2284,1620,2278,2976,2631,1779,1043,394,18200
208011173,178,97,78,115,177,159,140,64,77,1083,2719,1985,1227,1929,2744,2608,2166,1279,709,17358
208021174,237,176,166,187,200,144,112,82,57,1363,4595,3156,2857,3535,3904,2894,1988,1233,728,24896
208021176,119,109,186,134,108,76,97,103,106,1035,2557,2134,4072,2984,2138,1825,1436,925,457,18534
208021177,234,180,247,200,140,107,161,83,90,1438,3960,2931,3963,2998,2424,2139,2239,1053,667,22362
208021178,142,101,168,127,146,96,106,76,25,1000,3127,1999,2236,2429,2439,2030,2078,1079,649,18075
208021179,119,78,104,106,73,73,52,33,22,662,2026,1289,2003,1717,1615,1327,1085,563,273,11904
208021180,52,65,55,58,57,48,29,20,7,400,1183,959,1261,1091,1098,856,532,371,214,7563
208021181,74,38,90,70,74,55,40,19,10,464,1550,1101,1548,1433,1305,1088,752,403,195,9369
208021182,81,117,164,96,105,82,46,27,10,739,2010,1644,2605,2027,1762,1361,1022,528,171,13128
208021426,173,120,86,135,122,92,68,31,27,850,3544,2048,1615,2603,2678,1791,1209,723,379,16583
208021427,129,80,62,85,114,106,79,37,17,711,2721,1500,1533,2165,2119,1629,1220,718,458,14057
208031183,65,63,28,51,68,45,30,31,14,400,1606,1323,687,1085,1553,1234,758,452,159,8853
208031184,0,0,0,0,0,3,0,0,0,3,0,0,10,3,3,12,0,0,3,31
208031185,126,82,90,92,98,92,71,55,19,730,1993,1193,1299,1558,1846,1736,1430,721,252,12032
208031186,183,111,155,169,146,131,111,64,28,1100,2592,1184,2159,2396,2104,1804,1568,919,478,15204
208031187,53,39,32,41,52,53,40,25,13,341,1053,586,534,830,749,641,543,341,111,5393
208031188,269,163,238,203,189,141,117,109,60,1484,4107,2333,3325,3770,3286,2652,2135,1513,961,24085
208031189,171,73,100,118,117,102,58,46,11,796,2712,1455,1479,2057,2053,1713,1105,722,261,13563
208031190,102,67,99,103,112,83,73,55,49,728,2075,1305,1708,1902,2008,1599,1299,889,403,13197
208031191,94,55,78,78,81,56,73,56,30,603,1744,957,1102,1443,1402,1013,781,478,210,9116
208031192,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,26
208031193,209,140,150,156,203,162,100,61,36,1204,3845,2457,2247,2926,3450,2672,1958,1082,558,21199
208041194,153,128,173,139,156,123,92,83,56,1107,2979,2600,2974,2598,2802,2295,1926,1417,659,20239
208041195,212,163,210,149,137,142,106,74,61,1250,3502,3172,3231,2777,3027,2496,1921,1144,651,21923
209011196,84,90,95,83,93,62,53,29,23,605,1622,1278,1364,1217,1328,1045,956,741,269,9831
209011197,191,114,111,136,133,133,123,89,63,1092,3826,2153,2217,3078,2805,2533,2397,1284,524,20807
209011198,143,72,109,139,98,100,100,53,47,870,2886,1555,2172,2524,2089,1730,1381,1016,674,16039
209011199,237,148,249,173,161,105,71,28,20,1185,2447,1701,3105,2254,1709,1723,1133,514,264,14852
209011200,91,90,104,109,106,80,71,34,24,706,1912,1492,1696,1762,1675,1620,1274,651,363,12458
209011201,75,62,38,51,62,77,39,25,9,426,1210,1060,697,819,1133,1199,935,489,201,7740
209011202,175,95,97,107,130,117,98,68,30,921,3171,1597,1661,2375,2350,2003,1921,1116,349,16539
209011203,140,141,118,127,121,99,93,56,17,914,3645,2093,2030,2735,2621,1981,1799,1268,558,18733
209011204,81,55,66,81,55,57,46,37,9,489,1701,914,1302,1409,1200,1020,891,596,204,9236
209021205,82,194,123,66,101,55,38,26,14,705,1314,2089,1881,1161,1414,1140,653,491,275,10408
209021428,203,142,257,211,187,129,108,54,26,1321,2847,2142,4528,3675,2826,2029,1354,875,432,20711
209021429,125,79,144,130,111,70,53,49,60,814,2163,1263,2071,2187,1873,1346,897,593,301,12696
209021523,170,125,257,167,151,107,74,67,32,1142,2185,1458,3271,2427,1729,1450,1023,805,442,14795
209021524,123,92,86,87,102,71,85,74,60,784,1473,1092,1231,1225,1257,1032,1017,992,475,9801
209021525,156,127,169,142,146,99,104,84,144,1174,1874,1422,2409,1881,1580,1310,1074,725,522,12799
209021526,154,87,184,136,136,117,62,43,41,954,2480,1299,2628,2559,1904,1418,924,569,320,14090
209031209,272,186,94,149,222,191,138,90,40,1374,4436,2947,1896,2908,3710,3388,2686,1161,307,23444
209031210,35,25,17,29,22,27,24,11,0,198,708,439,353,450,534,527,372,155,26,3554
209031211,76,58,41,63,100,79,39,19,6,487,763,479,444,544,722,660,429,139,24,4204
209031212,63,53,26,53,49,69,37,21,9,379,795,667,364,518,794,925,704,271,54,5091
209031213,103,82,34,60,71,97,51,37,12,547,1674,1313,814,1172,1498,1348,935,464,240,9454
209031214,78,57,33,46,85,73,54,30,3,453,1311,970,525,794,1157,1088,710,307,67,6935
209031215,138,103,70,105,133,109,69,29,10,765,2746,2064,1622,1809,2179,2023,1237,551,183,14417
209041216,76,96,71,44,65,51,35,15,20,460,1089,1269,1121,939,1052,873,556,299,157,7350
209041217,74,66,81,65,43,43,43,27,9,453,827,692,1035,824,690,701,743,508,172,6186
209041220,200,178,153,148,185,160,93,44,15,1173,2675,2302,2452,2195,2388,2727,1735,707,288,17470
209041221,112,112,112,100,92,109,54,38,9,739,1769,1343,1709,1472,1360,1736,1212,506,129,11240
209041223,227,172,238,204,171,175,142,76,28,1424,3114,2302,3181,2645,2202,2178,2255,1581,536,19998
209041224,528,235,272,300,215,194,111,54,10,1908,5593,2589,3741,3505,2787,2332,1457,524,106,22627
209041225,208,136,137,122,130,112,104,61,36,1042,2102,1300,1538,1371,1399,1142,1017,527,251,10661
209041431,217,126,180,151,132,128,107,245,266,1548,2454,1609,1972,1824,1649,1638,1064,587,347,13144
209041432,113,100,116,97,93,75,55,27,15,686,1308,1004,1315,1147,982,999,861,411,170,8204
209041433,245,94,128,141,74,60,27,8,14,792,3214,1427,1955,2433,1430,930,533,172,47,12143
209041435,184,114,78,110,124,53,30,10,5,703,2961,1830,1489,2250,1995,1180,629,215,45,12595
209041436,140,112,101,89,105,79,70,48,43,782,2254,1670,1805,1716,1786,1341,903,576,335,12392
209041437,461,158,311,272,143,95,58,17,4,1516,7106,2427,5190,5239,2036,1253,854,253,48,24407
209041527,306,113,98,171,150,95,39,14,0,988,4359,2061,1851,2916,2345,1283,1001,418,63,16299
209041528,181,80,110,95,68,33,22,9,0,594,2889,1051,1878,2104,1127,717,501,178,21,10471
209041529,157,107,143,110,106,76,64,54,18,837,1610,1170,1568,1407,1137,1040,987,739,293,9947
209041530,262,134,162,141,150,91,67,51,18,1085,2688,1618,1965,1981,1637,1312,1146,813,350,13513
209041531,198,84,103,113,80,53,46,21,0,702,2995,1133,1813,2289,1229,816,742,352,51,11427
209041532,213,96,138,141,71,44,22,5,0,741,3301,1339,2039,2469,1395,769,449,154,29,11940
210011226,74,47,66,71,57,51,37,47,21,470,1349,742,1281,1273,1028,892,770,562,265,8173
210011227,0,0,0,0,4,0,0,0,0,5,0,0,3,4,6,0,0,0,0,13
210011228,89,74,65,62,82,62,64,50,16,569,1424,943,847,987,1154,1094,1068,751,285,8548
210011230,65,48,51,59,72,70,46,18,19,448,1331,960,884,1047,1185,898,611,337,216,7460
210011231,98,84,53,70,112,71,49,27,16,577,1893,1403,910,1292,1585,1281,988,462,213,10031
210011533,129,65,108,110,99,87,76,85,24,786,1977,1175,1376,1659,1510,1373,1424,1280,607,12388
210011534,161,108,116,113,122,95,92,83,28,920,2640,1611,1638,1950,2139,1650,1479,1452,514,15073
210021232,191,142,60,147,144,117,88,42,17,948,3173,1640,1127,2061,2130,1763,1326,742,254,14222
210021233,57,28,15,29,42,44,46,15,3,266,727,329,197,450,554,525,500,205,34,3523
210021234,77,43,24,34,61,39,26,17,6,317,861,550,396,546,695,661,493,223,33,4457
210021235,163,113,103,100,123,133,99,58,13,904,2109,1176,1299,1320,1568,1499,1169,532,99,10765
210031236,90,57,97,94,97,64,32,50,71,649,1493,859,1358,1475,1204,808,489,408,337,8425
210031237,288,158,192,188,121,87,79,80,71,1271,2972,1710,2307,2097,1478,1243,888,781,520,14002
210031439,37,21,27,16,23,13,11,9,11,171,600,390,368,432,489,319,228,204,71,3111
210031440,112,72,107,48,59,45,33,32,12,519,1190,650,1103,889,719,596,441,417,231,6241
210031535,289,173,279,203,145,109,81,55,43,1372,2684,1770,2996,2301,1544,1343,907,740,508,14783
210031536,108,81,176,95,91,38,25,25,22,662,1447,1057,2203,1371,866,716,463,406,319,8857
210031537,81,59,94,87,65,36,22,25,13,481,1322,892,1534,1462,950,760,482,295,204,7898
210031538,174,133,180,209,167,104,78,50,47,1130,3029,1779,3276,2912,2197,1659,1039,726,607,17214
210041240,220,128,136,113,129,106,54,31,16,935,2618,1759,1741,1722,1986,1883,1266,519,183,13671
210041539,75,40,82,54,44,39,25,7,0,370,1116,483,1287,884,523,509,314,94,14,5237
210041540,211,138,136,158,137,109,67,62,30,1047,2771,1742,2082,2134,1985,1640,1429,812,380,14985
210041541,164,106,121,106,119,99,50,16,12,795,2159,1355,1741,1487,1463,1481,970,401,110,11166
210051242,376,262,395,343,217,169,91,73,11,1928,2798,1853,2783,2016,1396,1376,858,562,221,13859
210051243,402,244,259,240,182,191,108,81,33,1736,3485,2179,2381,2005,1879,1622,1246,938,327,16057
210051245,249,167,181,162,189,157,127,81,27,1344,3053,2071,2370,2336,2254,2328,2094,1173,352,18024
210051246,331,190,210,209,196,173,98,42,10,1458,4641,3006,3214,3148,2983,2678,1668,627,132,22095
210051247,395,235,263,216,193,166,80,41,3,1593,3198,2196,2248,1868,1818,1821,1106,530,108,14890
210051248,9,9,6,6,8,4,4,0,0,52,12,20,21,15,18,17,14,8,0,126
210051250,63,58,112,76,58,53,41,26,9,494,998,609,1165,955,782,740,738,466,117,6576
210051441,162,77,115,91,89,82,32,9,3,654,1722,1135,1209,1124,997,1014,615,224,59,8099
210051442,249,128,120,139,84,72,19,13,3,830,3150,1753,1779,2292,1564,1030,525,168,50,12309
210051443,443,262,268,293,200,128,71,11,3,1674,5351,3031,3570,3746,2502,1998,1074,320,85,21673
210051445,542,187,460,312,165,102,47,12,0,1842,6792,2325,6038,4436,1740,1222,614,171,43,23374
210051542,157,61,93,114,33,43,12,0,0,520,3018,1033,2041,2164,766,478,259,67,17,9842
210051543,238,127,152,161,74,50,50,39,43,926,3445,1557,2399,2547,1244,829,533,314,113,12999
210051544,140,133,98,98,94,57,27,8,7,671,1849,1705,1301,1168,1400,1181,572,236,64,9479
210051545,298,156,146,149,155,86,46,26,10,1068,3683,2482,2014,2037,1933,1389,678,347,99,14658
211011251,145,80,121,123,107,87,48,48,45,819,2067,1320,2061,2010,1540,1378,1126,760,338,12589
211011254,130,96,103,123,106,91,66,78,32,821,2997,2064,2066,2633,2242,1897,1573,893,230,16601
211011255,49,55,30,44,60,72,27,9,4,350,1136,1075,619,757,1119,1104,532,204,51,6594
211011256,112,91,98,80,92,118,71,40,13,719,2521,1892,2038,2003,2042,2425,1488,744,272,15418
211011257,58,55,46,44,73,59,26,17,11,382,1460,1149,744,982,1324,1072,628,404,134,7905
211011258,90,89,53,57,88,77,49,33,11,539,1673,1545,1022,1207,1657,1641,957,514,151,10375
211011259,151,111,73,96,94,83,77,45,19,749,2648,1527,1544,2101,1753,1718,1806,843,404,14341
211011260,126,107,112,96,78,115,92,81,62,866,2652,2217,2002,2202,2236,2489,2184,1252,708,17942
211011446,321,176,246,217,207,155,163,72,37,1587,3979,2356,3715,3561,2943,2596,2350,1439,626,23560
211011447,156,108,134,122,130,96,73,61,24,915,2403,1454,1915,2090,1858,1670,1454,944,354,14145
211011448,182,121,126,117,135,116,68,45,22,915,2712,1881,1988,2143,2175,1973,1493,741,226,15334
211011449,54,43,40,31,45,41,20,13,3,290,868,496,525,601,661,569,423,164,43,4345
211021261,166,119,63,99,138,94,81,79,56,905,2752,2227,1243,1829,2529,2220,1714,1213,550,16275
211021262,107,111,43,54,93,95,76,24,7,609,1668,1597,657,957,1741,1603,1170,524,198,10112
211031263,134,95,100,117,94,90,50,47,74,805,2142,1392,1607,1763,1629,1552,1019,479,278,11871
211031265,171,126,105,124,142,124,77,49,16,937,3329,2477,1797,2331,2698,2677,1703,791,249,18059
211031266,175,122,156,186,137,102,76,48,41,1044,3199,2001,3110,3048,2319,1841,1564,1044,584,18715
211031267,233,127,128,176,160,138,98,75,41,1181,4042,2333,2635,3221,2947,2363,1890,1197,505,21132
211031268,91,68,32,50,69,61,40,29,14,448,1764,1172,866,1250,1400,1297,1030,657,208,9654
211031450,165,117,150,120,121,128,82,58,24,966,2895,1533,2620,2448,1921,1758,1628,936,372,16109
211031451,139,85,118,94,84,88,85,64,70,827,2552,1474,1712,1963,1732,1503,1434,1170,595,14139
211031452,68,28,49,34,50,32,22,19,8,304,991,483,650,748,653,561,460,257,82,4898
211041269,93,55,48,89,75,52,64,56,16,554,1754,1194,1218,1522,1457,1267,1056,849,456,10780
211041270,121,86,107,99,106,84,55,46,24,729,2975,1858,2374,2675,2308,1876,1484,909,326,16795
211041271,130,84,123,116,109,86,65,67,71,855,2175,1351,1816,1951,1658,1223,1028,771,437,12413
211041272,91,77,34,71,50,44,39,35,6,455,2265,1297,933,1756,1594,1124,969,800,257,10993
211041273,61,66,48,59,66,56,103,82,138,679,1762,1506,1103,1314,1579,1481,1653,1063,495,11954
211051274,128,113,77,94,98,81,55,20,6,663,1903,1227,1008,1502,1537,1353,1013,386,79,10005
211051275,182,99,83,89,107,78,58,52,6,743,2301,1421,1536,1629,1502,1362,1174,691,165,11779
211051276,193,127,138,130,146,197,125,74,22,1151,2402,1427,1510,1606,1877,2070,1773,1030,374,14065
211051277,115,64,89,75,55,64,35,26,16,550,1850,1030,1521,1402,1054,1087,950,733,280,9916
211051278,239,152,169,155,174,178,104,82,30,1284,3421,2417,2613,2419,2658,2491,1947,1181,445,19599
211051279,91,50,54,50,71,64,41,23,12,457,1080,698,567,698,925,784,653,307,94,5816
211051280,79,54,56,46,63,46,32,23,40,440,1362,767,781,926,953,809,703,430,213,6943
211051281,293,214,202,190,167,156,113,60,32,1429,4590,2805,3374,3363,2908,2532,2080,1146,346,23146
211051282,132,63,48,95,92,116,79,29,7,663,1690,987,812,1238,1580,1476,1308,513,113,9706
211051283,113,77,64,67,69,72,42,27,6,533,1962,1201,1304,1326,1305,1231,935,452,76,9799
211051284,100,74,75,71,74,80,66,13,3,568,1844,1116,1095,1391,1491,1425,1009,332,81,9777
211051285,86,83,61,63,94,74,44,18,10,532,1497,1027,979,924,1153,1102,723,394,94,7902
211051286,324,221,154,192,274,203,177,84,22,1645,2996,1890,1962,1904,2395,2448,1999,904,295,16799
212011289,344,224,163,215,237,224,159,66,20,1651,3722,2269,1839,2438,2791,2673,1879,793,227,18633
212011546,335,226,247,206,200,130,76,41,15,1474,5464,3077,4157,3869,2975,2020,1358,585,125,23632
212011547,201,119,103,112,132,156,93,54,18,1002,1945,1232,1064,1151,1373,1410,993,535,174,9868
212011548,187,86,118,111,114,84,88,50,31,870,2103,1174,1665,1213,1193,1106,950,480,185,10069
212011549,322,157,221,181,134,81,65,53,38,1259,3707,1738,3042,2269,1664,1247,968,568,234,15441
212011550,135,50,58,75,45,29,22,23,3,446,1931,852,1419,1254,764,563,463,206,28,7479
212011551,141,60,139,76,76,46,36,39,21,630,1156,730,1274,785,674,616,542,501,163,6439
212011552,561,236,298,284,211,126,88,64,38,1906,6772,3297,4154,4542,3072,2052,1566,980,360,26783
212021293,264,211,172,162,215,180,127,133,87,1550,3822,2825,2392,2800,3195,3021,2279,1790,842,22963
212021295,259,148,250,182,137,108,85,66,32,1284,2327,1437,2272,1790,1287,1156,889,522,200,11889
212021297,205,137,163,112,134,96,65,28,28,977,2261,1447,1753,1477,1296,1385,993,558,314,11472
212021299,117,90,51,59,76,78,70,30,13,585,1456,1288,694,846,1267,1233,844,409,197,8241
212021453,159,126,123,123,144,88,78,30,16,887,2065,1513,1623,1641,1539,1736,1261,518,198,12086
212021454,181,111,145,118,111,101,97,36,11,897,2404,1560,1783,1841,1559,1914,1554,588,167,13360
212021455,196,181,132,133,127,135,55,17,8,993,2607,2011,1845,1810,1924,1787,901,469,148,13504
212021456,239,144,250,176,132,115,58,38,17,1162,2881,1846,2650,2082,1773,1653,1118,546,217,14758
212021553,252,163,104,163,167,97,72,28,0,1044,4218,2688,1750,3003,2889,1669,996,451,87,17760
212021554,174,93,96,122,95,40,25,8,0,665,2797,1468,1552,2128,1596,939,519,192,62,11254
212031300,533,295,359,314,281,220,127,73,21,2218,4299,2800,3494,3027,2661,2358,1648,742,245,21281
212031303,274,145,216,167,133,110,71,40,10,1163,4233,1803,3498,2778,1832,1541,1052,498,172,17400
212031304,365,162,252,200,149,92,56,28,14,1331,5714,2389,4086,3976,2224,1548,1019,428,151,21535
212031306,277,133,147,186,133,75,45,13,12,1021,4588,2299,2539,3453,2414,1447,828,303,163,18027
212031308,150,76,78,121,96,111,60,20,3,715,1536,957,951,1021,1138,1161,846,331,89,8024
212031457,144,155,66,70,104,87,39,14,7,688,2729,2312,1291,1644,2236,1591,866,404,82,13152
212031458,248,177,136,152,154,79,44,27,10,1021,3790,2735,2269,2428,2412,1704,892,373,114,16713
212031555,152,71,91,100,55,22,28,12,0,533,3100,1126,1579,2282,1182,569,465,205,20,10535
212031556,272,107,175,151,71,46,17,6,0,854,4384,1531,3544,3105,1182,650,316,92,5,14802
212031557,485,186,247,284,143,94,51,38,14,1540,6456,2949,3681,4534,2438,1364,1064,711,221,23415
212031558,226,105,173,132,64,33,26,36,20,816,3323,1438,2543,2306,1006,626,457,372,222,12289
212031559,200,107,120,109,78,34,16,11,8,675,3749,1719,1820,2628,1524,730,401,157,45,12772
212031560,252,130,145,122,102,99,42,27,3,940,2720,1598,1832,1751,1546,1368,711,329,61,11910
212031561,262,193,202,151,146,101,58,23,7,1146,2807,1861,2110,1719,1582,1486,745,315,83,12715
212031562,298,148,212,177,136,116,68,31,8,1195,2791,1874,2137,1931,1553,1563,997,422,107,13368
212041309,89,67,106,87,89,84,99,64,24,706,1738,1159,1366,1539,1408,1520,1533,909,395,11554
212041310,98,147,171,112,106,77,65,54,22,843,1892,1762,3092,1918,1440,1209,1048,746,283,13381
212041312,382,235,315,281,234,197,167,94,52,1957,3943,2692,3343,3129,2753,2515,2239,1366,543,22526
212041313,106,61,50,77,64,81,72,41,21,583,1847,1205,843,1332,1550,1406,1227,773,321,10499
212041316,98,78,83,74,72,62,57,29,7,560,1264,892,999,984,1009,857,824,519,115,7456
212041317,268,217,373,182,196,175,100,75,40,1625,3222,2959,4544,2996,2530,2346,1828,1200,614,22248
212041318,142,87,125,118,99,103,64,43,25,803,2076,1730,1937,1710,1531,1581,1186,642,229,12621
212041459,174,125,236,162,112,127,74,46,28,1064,2068,1461,2811,2010,1307,1311,907,539,327,12739
212041460,271,159,256,193,160,147,93,84,21,1383,3204,2622,3606,2711,2217,2038,1671,1087,428,19591
212041563,432,290,539,409,287,248,182,118,53,2541,3677,2574,4457,3307,2283,2078,1531,1038,541,21487
212041564,186,79,136,138,71,59,60,34,13,779,2044,1179,1807,1457,966,718,642,414,141,9350
212041565,183,96,129,139,106,107,85,59,23,942,2532,1784,2096,1984,1781,1806,1762,1012,339,15096
212041566,154,93,107,120,82,70,32,13,7,681,3387,2104,2189,2763,2093,1406,771,274,119,15093
212051319,207,136,268,161,133,130,100,67,26,1218,3229,2377,3519,2987,2449,1969,1477,973,531,19507
212051321,152,132,95,142,119,114,88,80,62,997,3641,2911,2164,2918,2865,2462,2258,1700,686,21603
212051322,160,181,199,167,145,119,102,65,42,1181,3440,2893,2799,3002,2690,2430,1769,1308,712,21036
212051323,108,116,108,90,112,103,49,51,25,769,2700,2264,1873,2153,2186,1955,1349,1075,524,16073
212051324,149,159,144,118,151,110,74,69,60,1036,3288,2463,2418,2659,2661,2145,1642,1320,665,19265
212051325,179,138,148,139,153,115,100,90,38,1097,3516,2190,2704,2894,2599,2073,1965,1420,519,19889
212051326,243,192,270,208,177,116,82,59,26,1378,3634,2883,4138,3345,3007,2422,1664,1168,660,22928
212051327,131,118,90,111,122,118,149,167,179,1183,3017,2369,1759,2325,2729,2387,2685,2204,1178,20652
212051567,73,346,344,108,47,35,26,11,23,1009,673,3651,2897,915,476,410,314,255,230,9829
212051568,92,154,310,112,83,65,54,87,108,1065,1260,2309,3714,1590,974,819,612,479,295,12052
213011328,121,81,163,142,88,76,56,34,13,764,1162,759,1602,1275,839,696,625,359,186,7502
213011329,150,93,120,83,109,68,44,4,7,675,1931,1548,1319,1431,1558,1222,718,221,92,10038
